Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasOncologicalSurgery>  <Lymph_node_excision>   => ?a  <hasNoBio>  <NoROS1>,0.040785498,0.186851211,0.620689655,54,289,87,?a
?a  <hasStage>  ?d  ?d  <subClassOf>  <IV>   => ?a  <hasNoBio>  <NoROS1>,0.083081571,0.539215686,0.797101449,110,204,138,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.064412238,1,1,80,80,80,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.028180354,1,1,35,35,35,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasNoBio>  <NoROS1>,0.012839879,0.278688525,0.68,17,61,25,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Renal>   => ?a  <hasRace>  <Caucasian>,0.035426731,0.977777778,0.977777778,44,45,45,?a
?a  <hasStage>  ?d  ?d  <subClassOf>  <III>   => ?a  <hasNoBio>  <NoROS1>,0.067220544,0.221393035,0.605442177,89,402,147,?a
?a  <hasBio>  ?d  ?d  <subClassOf>  <Biomarker>   => ?a  <hasNoBio>  <NoROS1>,0.093655589,0.523206751,0.746987952,124,237,166,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.09178744,0.974358974,0.974358974,114,117,117,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasRace>  <Caucasian>,0.034621578,0.977272727,0.977272727,43,44,44,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.070853462,0.967032967,0.967032967,88,91,91,?a
?a  <hasStage>  <IB>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.010466989,1,1,13,13,13,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasRace>  <Caucasian>,0.099838969,0.96875,0.96875,124,128,128,?a
?a  <hasStage>  <IIA>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.010466989,1,1,13,13,13,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.014492754,1,1,18,18,18,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.032206119,0.975609756,0.975609756,40,41,41,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.071658615,0.978021978,0.978021978,89,91,91,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.034621578,0.955555556,0.955555556,43,45,45,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.048309179,0.983606557,0.983606557,60,61,61,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasRace>  <Caucasian>,0.066022544,0.976190476,0.976190476,82,84,84,?a
?a  <hasToxicity>  <General>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.035426731,1,1,44,44,44,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.070853462,0.977777778,0.977777778,88,90,90,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.025764895,1,1,32,32,32,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.061996779,0.974683544,0.974683544,77,79,79,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.047504026,1,1,59,59,59,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.031400966,0.975,0.975,39,40,40,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.025764895,1,1,32,32,32,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.030595813,0.974358974,0.974358974,38,39,39,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.015297907,1,1,19,19,19,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.033011272,0.976190476,0.976190476,41,42,42,?a
?a  <hasToxicity>  <Neurological>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasRace>  <Caucasian>,0.019323671,1,1,24,24,24,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.012077295,1,1,15,15,15,?a
?a  <hasToxicity>  <Endocrinas>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.063607085,0.963414634,0.963414634,79,82,82,?a
?a  <hasToxicity>  <Endocrinas>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasRace>  <Caucasian>,0.09742351,0.968,0.968,121,125,125,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasRace>  <Caucasian>,0.028180354,0.972222222,0.972222222,35,36,36,?a
?a  <hasToxicity>  <Endocrinas>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.056360709,0.985915493,0.985915493,70,71,71,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasRace>  <Caucasian>,0.038647343,0.96,0.96,48,50,50,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasRace>  <Caucasian>,0.063607085,0.963414634,0.963414634,79,82,82,?a
?a  <hasStage>  <IB>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasRace>  <Caucasian>,0.012882448,1,1,16,16,16,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasRace>  <Caucasian>,0.028985507,0.972972973,0.972972973,36,37,37,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasRace>  <Caucasian>,0.042673108,0.981481481,0.981481481,53,54,54,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasRace>  <Caucasian>,0.030595813,1,1,38,38,38,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasRace>  <Caucasian>,0.047504026,0.967213115,0.967213115,59,61,61,?a
?a  <hasStage>  <IA>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.028985507,0.972972973,0.972972973,36,37,37,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.16747182,0.976525822,0.976525822,208,213,213,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.115136876,0.972789116,0.972789116,143,147,147,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.078904992,0.960784314,0.960784314,98,102,102,?a
?a  <hasStage>  <IB>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.022544283,1,1,28,28,28,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.076489533,0.969387755,0.969387755,95,98,98,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.01610306,1,1,20,20,20,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.078904992,0.97029703,0.97029703,98,101,101,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.030595813,0.974358974,0.974358974,38,39,39,?a
?a  <hasStage>  <IVB>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.045088567,0.965517241,0.965517241,56,58,58,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.02979066,1,1,37,37,37,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.02979066,1,1,37,37,37,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.10547504,0.97037037,0.97037037,131,135,135,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.018518519,1,1,23,23,23,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.061191626,0.974358974,0.974358974,76,78,78,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.160225443,0.985148515,0.985148515,199,202,202,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Renal>   => ?a  <hasRace>  <Caucasian>,0.095813205,0.983471074,0.983471074,119,121,121,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasToxicity>  <NoToxicity>   => ?a  <hasRace>  <Caucasian>,0.045088567,0.965517241,0.965517241,56,58,58,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.148953301,0.968586387,0.968586387,185,191,191,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.3647343,0.970021413,0.970021413,453,467,467,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.27294686,0.976945245,0.976945245,339,347,347,?a
?a  <hasOncologicalTreatment>  ?d  ?d  <subClassOf>  <oncologicalTreatment>   => ?a  <hasNoBio>  <NoROS1>,0.188821752,0.20661157,0.550660793,250,1210,454,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.427536232,0.972527473,0.972527473,531,546,546,?a
?a  <hasStage>  <IIA>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.016908213,1,1,21,21,21,?a
?a  <hasStage>  <IIB>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.033011272,0.976190476,0.976190476,41,42,42,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasRace>  <Caucasian>,0.256038647,0.969512195,0.969512195,318,328,328,?a
?a  <hasStage>  <IB>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.034621578,1,1,43,43,43,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.076489533,1,1,95,95,95,?a
"?a  <hasToxicity>  <Analyticals>  ?a  <histologyLabel_ENG>  <carcinoma,_large_cell>   => ?a  <hasRace>  <Caucasian>",0.014492754,1,1,18,18,18,?a
?a  <hasToxicity>  <Analyticals>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasRace>  <Caucasian>,0.136876006,0.971428571,0.971428571,170,175,175,?a
?a  <hasToxicity>  <Analyticals>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasRace>  <Caucasian>,0.108695652,0.98540146,0.98540146,135,137,137,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.134460548,0.965317919,0.965317919,167,173,173,?a
?a  <hasOncologicalTreatment>  <Neoadjuvant>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.024154589,0.967741935,0.967741935,30,31,31,?a
?a  <hasOncologicalTreatment>  <Prophylactic>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.033011272,1,1,41,41,41,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.15136876,0.969072165,0.969072165,188,194,194,?a
?a  <hasStage>  <IVA>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.018518519,1,1,23,23,23,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.177938808,0.965065502,0.965065502,221,229,229,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.111916264,0.978873239,0.978873239,139,142,142,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.206924316,0.966165414,0.966165414,257,266,266,?a
?a  <hasOncologicalSurgery>  <Pleurodesis>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.02979066,1,1,37,37,37,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.198067633,0.972332016,0.972332016,246,253,253,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasRace>  <Caucasian>,0.090177134,0.965517241,0.965517241,112,116,116,?a
?a  <hasToxicity>  <Pneumological>  ?a  <hasToxicity>  <Renal>   => ?a  <hasRace>  <Caucasian>,0.04589372,1,1,57,57,57,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.191626409,0.971428571,0.971428571,238,245,245,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.114331723,0.965986395,0.965986395,142,147,147,?a
?a  <hasToxicity>  <General>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.086151369,0.981651376,0.981651376,107,109,109,?a
?a  <hasToxicity>  <Pneumological>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasRace>  <Caucasian>,0.090982287,1,1,113,113,113,?a
?a  <hasToxicity>  <Pneumological>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasRace>  <Caucasian>,0.055555556,0.985714286,0.985714286,69,70,70,?a
?a  <hasStage>  <IIB>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.012882448,1,1,16,16,16,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.080515298,0.970873786,0.970873786,100,103,103,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.140901771,0.972222222,0.972222222,175,180,180,?a
?a  <hasStage>  <IVA>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.011272142,1,1,14,14,14,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.110305958,0.964788732,0.964788732,137,142,142,?a
?a  <hasOncologicalTreatment>  <Prophylactic>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.024154589,1,1,30,30,30,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.099838969,0.96875,0.96875,124,128,128,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.058776167,1,1,73,73,73,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.203703704,0.961977186,0.961977186,253,263,263,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasRace>  <Caucasian>,0.094202899,0.975,0.975,117,120,120,?a
?a  <hasOncologicalSurgery>  <Pleurodesis>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.016908213,1,1,21,21,21,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.120772947,0.974025974,0.974025974,150,154,154,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasRace>  <Caucasian>,0.090177134,0.973913043,0.973913043,112,115,115,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.054750403,1,1,68,68,68,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Renal>   => ?a  <hasRace>  <Caucasian>,0.027375201,1,1,34,34,34,?a
?a  <hasToxicity>  <Allergy>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasRace>  <Caucasian>,0.042673108,0.981481481,0.981481481,53,54,54,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.158615137,0.980099502,0.980099502,197,201,201,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.034621578,1,1,43,43,43,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.106280193,0.970588235,0.970588235,132,136,136,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.074879227,0.96875,0.96875,93,96,96,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.094202899,0.966942149,0.966942149,117,121,121,?a
?a  <hasOncologicalTreatment>  <Neoadjuvant>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.010466989,1,1,13,13,13,?a
?a  <hasOncologicalTreatment>  <Prophylactic>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.016908213,1,1,21,21,21,?a
?a  <hasToxicity>  <Allergy>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasRace>  <Caucasian>,0.099033816,0.976190476,0.976190476,123,126,126,?a
?a  <hasOncologicalTreatment>  <Adjuvant>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.016908213,1,1,21,21,21,?a
?a  <hasStage>  <IIB>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.012077295,1,1,15,15,15,?a
?a  <hasStage>  <IB>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.022544283,1,1,28,28,28,?a
?a  <hasOncologicalSurgery>  <Pleurodesis>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.011272142,1,1,14,14,14,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.025764895,1,1,32,32,32,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.011272142,1,1,14,14,14,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.022544283,1,1,28,28,28,?a
?a  <hasStage>  <IVB>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.012882448,1,1,16,16,16,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasRace>  <Caucasian>,0.049114332,0.983870968,0.983870968,61,62,62,?a
?a  <hasToxicity>  <General>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasRace>  <Caucasian>,0.068438003,1,1,85,85,85,?a
?a  <hasToxicity>  <Gastrointestinal>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.107890499,0.992592593,0.992592593,134,135,135,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.132045089,0.987951807,0.987951807,164,166,166,?a
?a  <hasOncologicalTreatment>  <Prophylactic>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.02173913,1,1,27,27,27,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.070048309,1,1,87,87,87,?a
?a  <hasStage>  <IV>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.071658615,1,1,89,89,89,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.060386473,0.986842105,0.986842105,75,76,76,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.055555556,0.985714286,0.985714286,69,70,70,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.035426731,1,1,44,44,44,?a
?a  <hasOncologicalSurgery>  <Pleurodesis>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.012882448,1,1,16,16,16,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.281803543,0.974930362,0.974930362,350,359,359,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.210950081,0.966789668,0.966789668,262,271,271,?a
?a  <hasBio>  <PDL1>  ?a  <hasToxicity>  <General>   => ?a  <hasRace>  <Caucasian>,0.013687601,1,1,17,17,17,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Renal>   => ?a  <hasRace>  <Caucasian>,0.095008052,0.967213115,0.967213115,118,122,122,?a
?a  <hasStage>  <IIA>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.016908213,1,1,21,21,21,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.38647343,0.967741935,0.967741935,480,496,496,?a
?a  <hasStage>  <IB>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.028180354,1,1,35,35,35,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.152173913,0.969230769,0.969230769,189,195,195,?a
?a  <hasOncologicalTreatment>  <Prophylactic>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.03784219,1,1,47,47,47,?a
?a  <hasToxicity>  <Asthensia>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasRace>  <Caucasian>,0.122383253,1,1,152,152,152,?a
?a  <hasStage>  <IIB>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.025764895,1,1,32,32,32,?a
?a  <hasOncologicalTreatment>  <Surgery>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.190821256,0.975308642,0.975308642,237,243,243,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.080515298,0.99009901,0.99009901,100,101,101,?a
?a  <hasStage>  <IVA>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.024959742,0.96875,0.96875,31,32,32,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.185185185,0.974576271,0.974576271,230,236,236,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.175523349,0.968888889,0.968888889,218,225,225,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.124798712,0.974842767,0.974842767,155,159,159,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasRace>  <Caucasian>,0.204508857,0.965779468,0.965779468,254,263,263,?a
?a  <hasGender>  <Female>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasRace>  <Caucasian>,0.050724638,1,1,63,63,63,?a
?a  <hasGender>  <Female>  ?a  <hasStage>  <IB>   => ?a  <hasRace>  <Caucasian>,0.020933977,1,1,26,26,26,?a
?a  <hasGender>  <Female>  ?a  <hasStage>  <IIIB>   => ?a  <hasRace>  <Caucasian>,0.033011272,1,1,41,41,41,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasRace>  <Caucasian>,0.094202899,0.959016393,0.959016393,117,122,122,?a
?a  <hasGender>  <Female>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasRace>  <Caucasian>,0.109500805,0.964539007,0.964539007,136,141,141,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Prophylactic>   => ?a  <hasRace>  <Caucasian>,0.016908213,1,1,21,21,21,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasRace>  <Caucasian>,0.057971014,0.972972973,0.972972973,72,74,74,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasRace>  <Caucasian>,0.169082126,0.95890411,0.95890411,210,219,219,?a
